OrgType,OrgCode,OrgName,VariableType,VariableA,VariableB,CountTherapyEndTreatment_LI_GuidedSelfHelpBook,CountTherapyEndTreatment_LI_NonGuidedSelfHelpBook,CountTherapyEndTreatment_LI_GuidedSelfHelpComputer,CountTherapyEndTreatment_LI_NonGuidedSelfHelpComputer,CountTherapyEndTreatment_LI_StructuredPhysicalActivity,CountTherapyEndTreatment_LI_PsychoEducationalPeerSupport,CountTherapyEndTreatment_LI_Signposting,CountTherapyEndTreatment_LI_Other,CountTherapyEndTreatment_HI_AppliedRelaxation,CountTherapyEndTreatment_HI_CouplesTherapyForDepression,CountTherapyEndTreatment_HI_CollaborativeCare,CountTherapyEndTreatment_HI_CounsellingForDepression,CountTherapyEndTreatment_HI_ShortTermPsychoDynamicPsychotherapy,CountTherapyEndTreatment_HI_EyeMovementDesensitisationReprocessing,CountTherapyEndTreatment_HI_Mindfulness,CountTherapyEndTreatment_HI_CognitiveBehaviourTherapy,CountTherapyEndTreatment_HI_InterpersonalPsychoTherapy,CountTherapyEndTreatment_HI_InternetEnabledTherapy,CountTherapyEndTreatment_HI_Other,CountTherapyEndTreatment_EmploymentSupport,CountTherapyEndTreatment_LastNotStated
Provider,RXV,GREATER MANCHESTER MENTAL HEALTH NHS FOUNDATION TRUST,Therapy type recorded at start of treatment,High intensity,Eye movement desensitisation and reprocessing therapy,*,*,*,*,*,*,*,*,*,*,*,*,*,10,*,20,*,*,*,*,*
Provider,RXV,GREATER MANCHESTER MENTAL HEALTH NHS FOUNDATION TRUST,Therapy type recorded at start of treatment,High intensity,Mindfulness-based therapy,*,*,*,*,*,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,5
Provider,RXV,GREATER MANCHESTER MENTAL HEALTH NHS FOUNDATION TRUST,Therapy type recorded at start of treatment,High intensity,Cognitive behavioural therapy (CBT),20,5,*,*,*,60,*,10,*,*,10,225,20,85,10,4760,5,*,100,*,420
Provider,RXV,GREATER MANCHESTER MENTAL HEALTH NHS FOUNDATION TRUST,Therapy type recorded at start of treatment,High intensity,Interpersonal psychotherapy (IPT),*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,RXV,GREATER MANCHESTER MENTAL HEALTH NHS FOUNDATION TRUST,Therapy type recorded at start of treatment,High intensity,Internet Enabled Therapy (IET),*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,RXV,GREATER MANCHESTER MENTAL HEALTH NHS FOUNDATION TRUST,Therapy type recorded at start of treatment,High intensity,Other high intensity,265,*,*,*,*,*,*,65,*,*,30,185,*,20,5,920,5,*,305,*,285
Provider,RXV,GREATER MANCHESTER MENTAL HEALTH NHS FOUNDATION TRUST,Therapy type recorded at start of treatment,NULL,Employment Support,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,RXV,GREATER MANCHESTER MENTAL HEALTH NHS FOUNDATION TRUST,Therapy type recorded at start of treatment,Not known/not stated/invalid,Not known/not stated/invalid,*,*,10,*,*,*,*,35,*,*,*,*,*,*,*,90,*,*,5,*,910
Provider,RXX1Y,SURREY IAPT,Therapy type recorded at start of treatment,Low intensity,Guided self help book,570,*,*,80,*,*,*,60,*,*,*,475,*,*,*,895,*,*,*,*,*
Provider,RXX1Y,SURREY IAPT,Therapy type recorded at start of treatment,Low intensity,Non guided self help book,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,5,*,*,*,*,*
Provider,RXX1Y,SURREY IAPT,Therapy type recorded at start of treatment,Low intensity,Guided self help computer,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,RXX1Y,SURREY IAPT,Therapy type recorded at start of treatment,Low intensity,Non guided self help computer,15,*,*,15,*,*,*,*,*,*,*,15,*,*,*,20,*,*,*,*,*
Provider,RXX1Y,SURREY IAPT,Therapy type recorded at start of treatment,Low intensity,Structured physical activity,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,RXX1Y,SURREY IAPT,Therapy type recorded at start of treatment,Low intensity,Psychoeducational peer support,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,RXX1Y,SURREY IAPT,Therapy type recorded at start of treatment,Low intensity,Signposting,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,RXX1Y,SURREY IAPT,Therapy type recorded at start of treatment,Low intensity,Other low intensity,*,*,*,*,*,*,*,10,*,*,*,*,*,*,*,5,*,*,*,*,*
Provider,RXX1Y,SURREY IAPT,Therapy type recorded at start of treatment,High intensity,Applied relaxation,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,RXX1Y,SURREY IAPT,Therapy type recorded at start of treatment,High intensity,Couples therapy for depression,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,RXX1Y,SURREY IAPT,Therapy type recorded at start of treatment,High intensity,Collaborative care,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,RXX1Y,SURREY IAPT,Therapy type recorded at start of treatment,High intensity,Counselling for depression,10,*,*,*,*,*,*,*,*,*,*,210,*,*,*,45,*,*,*,*,*
Provider,RXX1Y,SURREY IAPT,Therapy type recorded at start of treatment,High intensity,Short-term psychodynamic therapy,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,RXX1Y,SURREY IAPT,Therapy type recorded at start of treatment,High intensity,Eye movement desensitisation and reprocessing therapy,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,RXX1Y,SURREY IAPT,Therapy type recorded at start of treatment,High intensity,Mindfulness-based therapy,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,RXX1Y,SURREY IAPT,Therapy type recorded at start of treatment,High intensity,Cognitive behavioural therapy (CBT),550,*,*,120,*,*,*,80,*,*,*,1260,*,20,10,2490,*,*,5,*,*
Provider,RXX1Y,SURREY IAPT,Therapy type recorded at start of treatment,High intensity,Interpersonal psychotherapy (IPT),*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,RXX1Y,SURREY IAPT,Therapy type recorded at start of treatment,High intensity,Internet Enabled Therapy (IET),*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,RXX1Y,SURREY IAPT,Therapy type recorded at start of treatment,High intensity,Other high intensity,10,*,*,*,*,*,*,*,*,*,*,25,*,*,*,55,*,*,*,*,*
Provider,RXX1Y,SURREY IAPT,Therapy type recorded at start of treatment,NULL,Employment Support,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,RXX1Y,SURREY IAPT,Therapy type recorded at start of treatment,Not known/not stated/invalid,Not known/not stated/invalid,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,RY6,LEEDS COMMUNITY HEALTHCARE NHS TRUST,Therapy type recorded at start of treatment,Low intensity,Guided self help book,395,15,50,15,*,10,*,*,*,*,*,*,*,*,*,160,*,5,*,*,65
Provider,RY6,LEEDS COMMUNITY HEALTHCARE NHS TRUST,Therapy type recorded at start of treatment,Low intensity,Non guided self help book,325,125,25,590,*,80,*,*,*,*,*,165,*,*,*,3170,85,85,75,*,430
Provider,RY6,LEEDS COMMUNITY HEALTHCARE NHS TRUST,Therapy type recorded at start of treatment,Low intensity,Guided self help computer,*,*,215,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,25
Provider,RY6,LEEDS COMMUNITY HEALTHCARE NHS TRUST,Therapy type recorded at start of treatment,Low intensity,Non guided self help computer,*,*,*,35,*,*,*,*,*,*,*,*,*,*,*,20,*,*,*,*,*
Provider,RY6,LEEDS COMMUNITY HEALTHCARE NHS TRUST,Therapy type recorded at start of treatment,Low intensity,Structured physical activity,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,RY6,LEEDS COMMUNITY HEALTHCARE NHS TRUST,Therapy type recorded at start of treatment,Low intensity,Psychoeducational peer support,15,10,*,5,*,15,*,*,*,*,*,*,*,*,*,25,*,*,*,*,15
Provider,RY6,LEEDS COMMUNITY HEALTHCARE NHS TRUST,Therapy type recorded at start of treatment,Low intensity,Signposting,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,RY6,LEEDS COMMUNITY HEALTHCARE NHS TRUST,Therapy type recorded at start of treatment,Low intensity,Other low intensity,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,RY6,LEEDS COMMUNITY HEALTHCARE NHS TRUST,Therapy type recorded at start of treatment,High intensity,Applied relaxation,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,RY6,LEEDS COMMUNITY HEALTHCARE NHS TRUST,Therapy type recorded at start of treatment,High intensity,Couples therapy for depression,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,RY6,LEEDS COMMUNITY HEALTHCARE NHS TRUST,Therapy type recorded at start of treatment,High intensity,Collaborative care,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,RY6,LEEDS COMMUNITY HEALTHCARE NHS TRUST,Therapy type recorded at start of treatment,High intensity,Counselling for depression,*,*,*,*,*,*,*,*,*,*,*,15,*,*,*,*,*,*,*,*,*
Provider,RY6,LEEDS COMMUNITY HEALTHCARE NHS TRUST,Therapy type recorded at start of treatment,High intensity,Short-term psychodynamic therapy,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,RY6,LEEDS COMMUNITY HEALTHCARE NHS TRUST,Therapy type recorded at start of treatment,High intensity,Eye movement desensitisation and reprocessing therapy,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,RY6,LEEDS COMMUNITY HEALTHCARE NHS TRUST,Therapy type recorded at start of treatment,High intensity,Mindfulness-based therapy,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,RY6,LEEDS COMMUNITY HEALTHCARE NHS TRUST,Therapy type recorded at start of treatment,High intensity,Cognitive behavioural therapy (CBT),*,*,*,10,*,5,*,*,*,*,*,*,*,*,*,275,*,*,*,*,*
Provider,RY6,LEEDS COMMUNITY HEALTHCARE NHS TRUST,Therapy type recorded at start of treatment,High intensity,Interpersonal psychotherapy (IPT),*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,5,*,*,*,*,*
Provider,RY6,LEEDS COMMUNITY HEALTHCARE NHS TRUST,Therapy type recorded at start of treatment,High intensity,Internet Enabled Therapy (IET),*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,RY6,LEEDS COMMUNITY HEALTHCARE NHS TRUST,Therapy type recorded at start of treatment,High intensity,Other high intensity,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,5,*,*
Provider,RY6,LEEDS COMMUNITY HEALTHCARE NHS TRUST,Therapy type recorded at start of treatment,NULL,Employment Support,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,RY6,LEEDS COMMUNITY HEALTHCARE NHS TRUST,Therapy type recorded at start of treatment,Not known/not stated/invalid,Not known/not stated/invalid,*,*,35,*,*,*,*,*,*,*,*,*,*,*,*,500,10,135,*,*,915
Provider,RYG,COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST,Therapy type recorded at start of treatment,Low intensity,Guided self help book,80,*,*,*,*,*,*,30,*,*,*,10,*,*,*,50,*,*,*,*,*
Provider,RYG,COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST,Therapy type recorded at start of treatment,Low intensity,Non guided self help book,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,15,*,*,*,*,*
Provider,RYG,COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST,Therapy type recorded at start of treatment,Low intensity,Guided self help computer,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,15,*,*,*
Provider,RYG,COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST,Therapy type recorded at start of treatment,Low intensity,Non guided self help computer,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,5,*,30,*,*,*
Provider,RYG,COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST,Therapy type recorded at start of treatment,Low intensity,Structured physical activity,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,RYG,COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST,Therapy type recorded at start of treatment,Low intensity,Psychoeducational peer support,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,RYG,COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST,Therapy type recorded at start of treatment,Low intensity,Signposting,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,RYG,COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST,Therapy type recorded at start of treatment,Low intensity,Other low intensity,195,*,*,*,10,*,*,380,*,*,10,285,35,*,*,1085,15,15,*,*,25
Provider,RYG,COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST,Therapy type recorded at start of treatment,High intensity,Applied relaxation,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,RYG,COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST,Therapy type recorded at start of treatment,High intensity,Couples therapy for depression,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,RYG,COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST,Therapy type recorded at start of treatment,High intensity,Collaborative care,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,RYG,COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST,Therapy type recorded at start of treatment,High intensity,Counselling for depression,5,*,*,*,*,*,*,5,*,*,*,485,*,*,*,65,*,*,*,*,*
Provider,RYG,COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST,Therapy type recorded at start of treatment,High intensity,Short-term psychodynamic therapy,*,*,*,*,*,*,*,*,*,*,*,5,25,*,*,5,*,*,*,*,*
Provider,RYG,COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST,Therapy type recorded at start of treatment,High intensity,Eye movement desensitisation and reprocessing therapy,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,RYG,COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST,Therapy type recorded at start of treatment,High intensity,Mindfulness-based therapy,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,RYG,COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST,Therapy type recorded at start of treatment,High intensity,Cognitive behavioural therapy (CBT),405,10,*,10,30,*,*,515,*,*,5,530,40,10,*,4060,10,65,5,*,40
Provider,RYG,COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST,Therapy type recorded at start of treatment,High intensity,Interpersonal psychotherapy (IPT),*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,10,*,*,*,*
Provider,RYG,COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST,Therapy type recorded at start of treatment,High intensity,Internet Enabled Therapy (IET),*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,RYG,COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST,Therapy type recorded at start of treatment,High intensity,Other high intensity,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,RYG,COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST,Therapy type recorded at start of treatment,NULL,Employment Support,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,RYG,COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST,Therapy type recorded at start of treatment,Not known/not stated/invalid,Not known/not stated/invalid,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,RYK,DUDLEY INTEGRATED HEALTH AND CARE NHS TRUST,Therapy type recorded at start of treatment,Low intensity,Guided self help book,*,*,*,5,*,*,*,*,*,*,*,*,*,*,*,15,*,*,*,*,5
Provider,RYK,DUDLEY INTEGRATED HEALTH AND CARE NHS TRUST,Therapy type recorded at start of treatment,Low intensity,Non guided self help book,*,*,*,85,*,10,*,30,*,*,*,*,*,5,*,160,10,55,*,*,75
Provider,RYK,DUDLEY INTEGRATED HEALTH AND CARE NHS TRUST,Therapy type recorded at start of treatment,Low intensity,Guided self help computer,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,RYK,DUDLEY INTEGRATED HEALTH AND CARE NHS TRUST,Therapy type recorded at start of treatment,Low intensity,Non guided self help computer,*,*,*,125,*,*,*,*,*,*,*,*,*,*,*,30,*,15,*,*,15
Provider,RYK,DUDLEY INTEGRATED HEALTH AND CARE NHS TRUST,Therapy type recorded at start of treatment,Low intensity,Structured physical activity,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,RYK,DUDLEY INTEGRATED HEALTH AND CARE NHS TRUST,Therapy type recorded at start of treatment,Low intensity,Psychoeducational peer support,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,RYK,DUDLEY INTEGRATED HEALTH AND CARE NHS TRUST,Therapy type recorded at start of treatment,Low intensity,Signposting,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,RYK,DUDLEY INTEGRATED HEALTH AND CARE NHS TRUST,Therapy type recorded at start of treatment,Low intensity,Other low intensity,10,*,*,95,*,10,*,80,*,*,*,*,*,15,*,325,55,65,*,*,130
Provider,RYK,DUDLEY INTEGRATED HEALTH AND CARE NHS TRUST,Therapy type recorded at start of treatment,High intensity,Applied relaxation,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,RYK,DUDLEY INTEGRATED HEALTH AND CARE NHS TRUST,Therapy type recorded at start of treatment,High intensity,Couples therapy for depression,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,RYK,DUDLEY INTEGRATED HEALTH AND CARE NHS TRUST,Therapy type recorded at start of treatment,High intensity,Collaborative care,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,RYK,DUDLEY INTEGRATED HEALTH AND CARE NHS TRUST,Therapy type recorded at start of treatment,High intensity,Counselling for depression,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,RYK,DUDLEY INTEGRATED HEALTH AND CARE NHS TRUST,Therapy type recorded at start of treatment,High intensity,Short-term psychodynamic therapy,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,RYK,DUDLEY INTEGRATED HEALTH AND CARE NHS TRUST,Therapy type recorded at start of treatment,High intensity,Eye movement desensitisation and reprocessing therapy,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,RYK,DUDLEY INTEGRATED HEALTH AND CARE NHS TRUST,Therapy type recorded at start of treatment,High intensity,Mindfulness-based therapy,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,RYK,DUDLEY INTEGRATED HEALTH AND CARE NHS TRUST,Therapy type recorded at start of treatment,High intensity,Cognitive behavioural therapy (CBT),15,*,5,195,*,5,*,90,*,*,*,*,*,20,*,750,70,90,*,*,195
Provider,RYK,DUDLEY INTEGRATED HEALTH AND CARE NHS TRUST,Therapy type recorded at start of treatment,High intensity,Interpersonal psychotherapy (IPT),*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,10,*,*,*,*
Provider,RYK,DUDLEY INTEGRATED HEALTH AND CARE NHS TRUST,Therapy type recorded at start of treatment,High intensity,Internet Enabled Therapy (IET),*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,65,*,*,5
Provider,RYK,DUDLEY INTEGRATED HEALTH AND CARE NHS TRUST,Therapy type recorded at start of treatment,High intensity,Other high intensity,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,RYK,DUDLEY INTEGRATED HEALTH AND CARE NHS TRUST,Therapy type recorded at start of treatment,NULL,Employment Support,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,RYK,DUDLEY INTEGRATED HEALTH AND CARE NHS TRUST,Therapy type recorded at start of treatment,Not known/not stated/invalid,Not known/not stated/invalid,*,*,*,*,*,*,*,10,*,*,*,*,*,*,*,60,*,105,*,*,210
Provider,RYK14,BLAKENALL VILLAGE CENTRE,Therapy type recorded at start of treatment,Low intensity,Guided self help book,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,RYK14,BLAKENALL VILLAGE CENTRE,Therapy type recorded at start of treatment,Low intensity,Non guided self help book,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,RYK14,BLAKENALL VILLAGE CENTRE,Therapy type recorded at start of treatment,Low intensity,Guided self help computer,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,RYK14,BLAKENALL VILLAGE CENTRE,Therapy type recorded at start of treatment,Low intensity,Non guided self help computer,*,*,*,30,*,*,*,*,*,*,*,*,*,*,*,10,*,*,*,*,*
Provider,RYK14,BLAKENALL VILLAGE CENTRE,Therapy type recorded at start of treatment,Low intensity,Structured physical activity,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,RYK14,BLAKENALL VILLAGE CENTRE,Therapy type recorded at start of treatment,Low intensity,Psychoeducational peer support,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,RYK14,BLAKENALL VILLAGE CENTRE,Therapy type recorded at start of treatment,Low intensity,Signposting,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,RYK14,BLAKENALL VILLAGE CENTRE,Therapy type recorded at start of treatment,Low intensity,Other low intensity,*,*,*,*,*,*,*,5,*,*,*,*,*,*,*,20,*,*,*,*,*
Provider,RYK14,BLAKENALL VILLAGE CENTRE,Therapy type recorded at start of treatment,High intensity,Applied relaxation,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,RYK14,BLAKENALL VILLAGE CENTRE,Therapy type recorded at start of treatment,High intensity,Couples therapy for depression,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,RYK14,BLAKENALL VILLAGE CENTRE,Therapy type recorded at start of treatment,High intensity,Collaborative care,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,RYK14,BLAKENALL VILLAGE CENTRE,Therapy type recorded at start of treatment,High intensity,Counselling for depression,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,RYK14,BLAKENALL VILLAGE CENTRE,Therapy type recorded at start of treatment,High intensity,Short-term psychodynamic therapy,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,RYK14,BLAKENALL VILLAGE CENTRE,Therapy type recorded at start of treatment,High intensity,Eye movement desensitisation and reprocessing therapy,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,RYK14,BLAKENALL VILLAGE CENTRE,Therapy type recorded at start of treatment,High intensity,Mindfulness-based therapy,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,RYK14,BLAKENALL VILLAGE CENTRE,Therapy type recorded at start of treatment,High intensity,Cognitive behavioural therapy (CBT),20,*,*,35,*,*,*,45,*,*,*,*,*,*,*,1515,5,*,*,*,50
Provider,RYK14,BLAKENALL VILLAGE CENTRE,Therapy type recorded at start of treatment,High intensity,Interpersonal psychotherapy (IPT),*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,RYK14,BLAKENALL VILLAGE CENTRE,Therapy type recorded at start of treatment,High intensity,Internet Enabled Therapy (IET),*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,RYK14,BLAKENALL VILLAGE CENTRE,Therapy type recorded at start of treatment,High intensity,Other high intensity,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,RYK14,BLAKENALL VILLAGE CENTRE,Therapy type recorded at start of treatment,NULL,Employment Support,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,RYK14,BLAKENALL VILLAGE CENTRE,Therapy type recorded at start of treatment,Not known/not stated/invalid,Not known/not stated/invalid,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,10
Provider,T6G0K,SELF HELP SERVICES (STOCKPORT),Therapy type recorded at start of treatment,Low intensity,Guided self help book,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,T6G0K,SELF HELP SERVICES (STOCKPORT),Therapy type recorded at start of treatment,Low intensity,Non guided self help book,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,T6G0K,SELF HELP SERVICES (STOCKPORT),Therapy type recorded at start of treatment,Low intensity,Guided self help computer,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,T6G0K,SELF HELP SERVICES (STOCKPORT),Therapy type recorded at start of treatment,Low intensity,Non guided self help computer,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,T6G0K,SELF HELP SERVICES (STOCKPORT),Therapy type recorded at start of treatment,Low intensity,Structured physical activity,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,T6G0K,SELF HELP SERVICES (STOCKPORT),Therapy type recorded at start of treatment,Low intensity,Psychoeducational peer support,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,T6G0K,SELF HELP SERVICES (STOCKPORT),Therapy type recorded at start of treatment,Low intensity,Signposting,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,T6G0K,SELF HELP SERVICES (STOCKPORT),Therapy type recorded at start of treatment,Low intensity,Other low intensity,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,T6G0K,SELF HELP SERVICES (STOCKPORT),Therapy type recorded at start of treatment,High intensity,Applied relaxation,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,T6G0K,SELF HELP SERVICES (STOCKPORT),Therapy type recorded at start of treatment,High intensity,Couples therapy for depression,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,T6G0K,SELF HELP SERVICES (STOCKPORT),Therapy type recorded at start of treatment,High intensity,Collaborative care,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Provider,T6G0K,SELF HELP SERVICES (STOCKPORT),Therapy type recorded at start of treatment,High intensity,Counselling for depression,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
